ER_100_0.25_22.al,74,0.001280,75,0.006144,79,0.002048
ER_100_0.25_23.al,74,0.001280,74,0.006400,84,0.002048
ER_100_0.25_24.al,73,0.001536,72,0.006144,81,0.001792
ER_100_0.25_25.al,73,0.001280,71,0.007168,79,0.001792
ER_100_0.25_26.al,72,0.001536,74,0.006144,80,0.001792
ER_100_0.25_27.al,72,0.001536,72,0.006144,81,0.001792
ER_100_0.25_28.al,72,0.001536,72,0.006912,81,0.001792
ER_100_0.25_29.al,73,0.001280,72,0.005888,80,0.002048
ER_100_0.25_2.al,72,0.001536,73,0.006144,83,0.001792
ER_100_0.25_30.al,73,0.001280,71,0.005888,82,0.001792
ER_100_0.25_31.al,71,0.001280,71,0.005632,76,0.002048
ER_100_0.25_32.al,73,0.001280,71,0.005888,78,0.002048
ER_100_0.25_33.al,73,0.001280,72,0.006912,82,0.002048
ER_100_0.25_34.al,72,0.001280,72,0.006144,81,0.001792
ER_100_0.25_35.al,72,0.001280,72,0.005888,80,0.002048
ER_100_0.25_36.al,74,0.001280,72,0.006400,79,0.002048
ER_100_0.25_37.al,74,0.001280,72,0.006144,80,0.001792
ER_100_0.25_38.al,74,0.001280,71,0.005888,81,0.002048
ER_100_0.25_39.al,73,0.001280,72,0.006912,83,0.002048
ER_100_0.25_3.al,73,0.001536,72,0.005888,82,0.002048
ER_100_0.25_40.al,74,0.001280,72,0.006400,81,0.001792
ER_100_0.25_41.al,74,0.001280,74,0.006400,84,0.002048
ER_100_0.25_42.al,72,0.001024,71,0.006144,80,0.001792
ER_100_0.25_43.al,73,0.001280,71,0.005888,82,0.001792
ER_100_0.25_44.al,75,0.001536,74,0.006912,81,0.001792
ER_100_0.25_45.al,73,0.001280,70,0.006400,78,0.002816
ER_100_0.25_46.al,73,0.001280,72,0.006400,83,0.002048
ER_100_0.25_47.al,74,0.001024,71,0.006144,82,0.002048
ER_100_0.25_48.al,72,0.001280,71,0.005888,83,0.001792
ER_100_0.25_49.al,75,0.001536,73,0.006144,81,0.001792
ER_100_0.25_4.al,72,0.001280,72,0.006144,77,0.001792
ER_100_0.25_50.al,74,0.001280,73,0.006400,82,0.002304
ER_100_0.25_51.al,74,0.001536,73,0.005888,82,0.002048
ER_100_0.25_52.al,72,0.001280,72,0.005888,81,0.001792
ER_100_0.25_53.al,72,0.001280,74,0.006144,81,0.002048
ER_100_0.25_54.al,72,0.001280,72,0.006656,82,0.002048
ER_100_0.25_55.al,71,0.001024,71,0.005888,83,0.001792
ER_100_0.25_56.al,73,0.001280,73,0.006144,83,0.002048
ER_100_0.25_57.al,70,0.001280,71,0.005888,81,0.001792
ER_100_0.25_58.al,73,0.001280,72,0.006656,82,0.002048
ER_100_0.25_59.al,72,0.001280,71,0.005888,80,0.002048
ER_100_0.25_5.al,73,0.001280,72,0.006144,82,0.001792
ER_100_0.25_60.al,75,0.001536,75,0.006656,84,0.002048
ER_100_0.25_61.al,73,0.001280,70,0.006144,81,0.002048
ER_100_0.25_62.al,75,0.001536,76,0.006400,85,0.002048
ER_100_0.25_63.al,71,0.001280,70,0.006144,80,0.001792
ER_100_0.25_64.al,71,0.001280,72,0.005888,82,0.002048
ER_100_0.25_65.al,74,0.001536,70,0.006400,81,0.001792
ER_100_0.25_66.al,72,0.001280,72,0.006656,80,0.002048
ER_100_0.25_67.al,75,0.001536,73,0.006656,84,0.002048
ER_100_0.25_68.al,72,0.001536,71,0.005888,81,0.002048
ER_100_0.25_69.al,73,0.001792,72,0.006144,79,0.002048
ER_100_0.25_6.al,73,0.001280,72,0.006912,78,0.001792
ER_100_0.25_70.al,75,0.001280,72,0.006144,83,0.002048
ER_100_0.25_71.al,73,0.001792,72,0.007424,83,0.002048
ER_100_0.25_72.al,74,0.001280,73,0.006400,82,0.001792
ER_100_0.25_73.al,72,0.001280,70,0.005888,82,0.002048
ER_100_0.25_74.al,74,0.001536,73,0.006144,82,0.001792
ER_100_0.25_75.al,74,0.001536,74,0.006912,81,0.002048
ER_100_0.25_76.al,75,0.001280,73,0.006400,85,0.002048
ER_100_0.25_77.al,74,0.001280,73,0.006400,81,0.002048
ER_100_0.25_78.al,74,0.001536,72,0.006400,81,0.002048
ER_100_0.25_79.al,74,0.001280,71,0.006400,78,0.002048
ER_100_0.25_7.al,75,0.001536,75,0.006656,83,0.001792
ER_100_0.25_80.al,72,0.001280,73,0.006144,81,0.001792
ER_100_0.25_81.al,75,0.001280,75,0.006400,83,0.002304
ER_100_0.25_82.al,71,0.001280,72,0.006144,82,0.001792
ER_100_0.25_83.al,74,0.001280,71,0.006656,83,0.002304
ER_100_0.25_84.al,73,0.001536,72,0.005888,82,0.002048
ER_100_0.25_85.al,72,0.001536,74,0.006400,77,0.002048
ER_100_0.25_86.al,74,0.001280,74,0.006400,81,0.001792
ER_100_0.25_87.al,73,0.001280,73,0.006400,80,0.002048
ER_100_0.25_88.al,74,0.001280,73,0.006144,82,0.002048
ER_100_0.25_89.al,73,0.001280,72,0.006912,82,0.001792
ER_100_0.25_8.al,72,0.001280,72,0.006400,79,0.001792
ER_100_0.25_90.al,74,0.001280,74,0.006400,80,0.001792
ER_100_0.25_91.al,72,0.001280,72,0.006144,81,0.002048
ER_100_0.25_92.al,72,0.001280,72,0.006400,81,0.001792
ER_100_0.25_93.al,73,0.001280,72,0.006400,83,0.002048
ER_100_0.25_94.al,74,0.001280,74,0.006656,81,0.002048
ER_100_0.25_95.al,74,0.001536,73,0.006656,84,0.002048
ER_100_0.25_96.al,74,0.001280,71,0.006400,84,0.001792
ER_100_0.25_97.al,74,0.002304,71,0.006400,84,0.001792
ER_100_0.25_98.al,74,0.001280,73,0.006656,80,0.001792
ER_100_0.25_99.al,74,0.001280,71,0.006144,80,0.002048
ER_100_0.25_9.al,73,0.001536,72,0.006144,81,0.002048
ER_100_0.50_0.al,88,0.001792,86,0.009728,93,0.002304
ER_100_0.50_10.al,85,0.001792,85,0.009728,92,0.002048
ER_100_0.50_11.al,86,0.001536,85,0.009216,91,0.002048
ER_100_0.50_12.al,89,0.001536,87,0.008960,91,0.002304
ER_100_0.50_13.al,86,0.001536,86,0.009216,89,0.002048
ER_100_0.50_14.al,86,0.001792,85,0.009216,90,0.002304
ER_100_0.50_15.al,87,0.001536,85,0.008960,90,0.002304
ER_100_0.50_16.al,87,0.001536,85,0.009216,92,0.002304
ER_100_0.50_17.al,84,0.001792,83,0.008960,91,0.002304
ER_100_0.50_18.al,86,0.001792,86,0.008960,91,0.002304
ER_100_0.50_19.al,86,0.001792,86,0.010240,90,0.002048
ER_100_0.50_1.al,86,0.001536,86,0.010752,91,0.002304
ER_100_0.50_20.al,86,0.001536,85,0.009984,91,0.002304
ER_100_0.50_21.al,86,0.001792,86,0.009216,89,0.002048
ER_100_0.50_22.al,86,0.001536,85,0.008960,91,0.002304
ER_100_0.50_23.al,87,0.001792,85,0.010496,91,0.002304
ER_100_0.50_24.al,85,0.001792,86,0.009728,90,0.002304
ER_100_0.50_25.al,86,0.001792,85,0.008960,91,0.002304
ER_100_0.50_26.al,87,0.001536,87,0.009472,92,0.002304
ER_100_0.50_27.al,86,0.001536,86,0.009216,91,0.002304
ER_100_0.50_28.al,86,0.001792,85,0.008960,91,0.002048
ER_100_0.50_29.al,86,0.001792,85,0.009216,91,0.002048
ER_100_0.50_2.al,86,0.001792,86,0.009728,89,0.002304
ER_100_0.50_30.al,85,0.001536,85,0.008960,91,0.002304
ER_100_0.50_31.al,86,0.001792,84,0.009216,93,0.002048
ER_100_0.50_32.al,86,0.001792,85,0.009472,92,0.002048
ER_100_0.50_33.al,86,0.001536,85,0.009216,91,0.002304
ER_100_0.50_34.al,84,0.001792,84,0.008960,91,0.002304
ER_100_0.50_35.al,85,0.001536,85,0.008960,93,0.002048
ER_100_0.50_36.al,87,0.001792,86,0.009216,93,0.002048
ER_100_0.50_37.al,85,0.001792,85,0.009216,90,0.002048
ER_100_0.50_38.al,85,0.001536,86,0.009216,92,0.002304
ER_100_0.50_39.al,85,0.001792,85,0.008960,91,0.002304
ER_100_0.50_3.al,86,0.001536,86,0.009728,92,0.002304
ER_100_0.50_40.al,84,0.001792,85,0.009216,92,0.002304
ER_100_0.50_41.al,85,0.001792,85,0.009472,91,0.002304
ER_100_0.50_42.al,86,0.001792,85,0.008960,92,0.003072
ER_100_0.50_43.al,87,0.001536,86,0.009216,92,0.002304
ER_100_0.50_44.al,85,0.001536,86,0.009216,91,0.002048
ER_100_0.50_45.al,86,0.001792,85,0.008960,91,0.002304
ER_100_0.50_46.al,86,0.001536,84,0.008960,92,0.002048
ER_100_0.50_47.al,87,0.002048,86,0.008960,94,0.002048
ER_100_0.50_48.al,86,0.001792,85,0.009472,91,0.002304
ER_100_0.50_49.al,86,0.001792,86,0.009216,91,0.002304
ER_100_0.50_4.al,87,0.001792,87,0.011264,90,0.002304
ER_100_0.50_50.al,87,0.001792,86,0.009984,90,0.002048
ER_100_0.50_51.al,87,0.001536,86,0.009216,91,0.002304
ER_100_0.50_52.al,87,0.001792,86,0.008960,90,0.002304
ER_100_0.50_53.al,86,0.001792,85,0.009472,91,0.002304
ER_100_0.50_54.al,86,0.001792,86,0.009984,92,0.002304
ER_100_0.50_55.al,85,0.001536,85,0.009728,91,0.002048
ER_100_0.50_56.al,86,0.001792,86,0.008960,91,0.002304
ER_100_0.50_57.al,86,0.001536,85,0.008960,90,0.002304
ER_100_0.50_58.al,86,0.001792,86,0.009216,90,0.002304
ER_100_0.50_59.al,86,0.001536,85,0.009472,90,0.002304
ER_100_0.50_5.al,85,0.001536,85,0.009216,90,0.002304
ER_100_0.50_60.al,87,0.001536,85,0.009472,91,0.002048
ER_100_0.50_61.al,87,0.001792,86,0.009472,91,0.002048
ER_100_0.50_62.al,86,0.001536,86,0.010496,93,0.002048
ER_100_0.50_63.al,86,0.001536,85,0.008960,92,0.002304
ER_100_0.50_64.al,87,0.001792,85,0.008704,91,0.002304
ER_100_0.50_65.al,87,0.001536,85,0.008960,92,0.002304
ER_100_0.50_66.al,87,0.001792,87,0.009216,91,0.002048
ER_100_0.50_67.al,86,0.001792,84,0.009472,92,0.002304
ER_100_0.50_68.al,87,0.001536,86,0.008960,91,0.002560
ER_100_0.50_69.al,86,0.001536,85,0.008960,90,0.002304
ER_100_0.50_6.al,86,0.001536,85,0.009472,90,0.002048
ER_100_0.50_70.al,84,0.001536,85,0.009216,89,0.002048
ER_100_0.50_71.al,86,0.001536,85,0.008960,90,0.002304
ER_100_0.50_72.al,86,0.001792,85,0.008960,93,0.002048
ER_100_0.50_73.al,88,0.001792,86,0.009216,92,0.002304
ER_100_0.50_74.al,86,0.001792,85,0.008960,93,0.002048
ER_100_0.50_75.al,85,0.002048,84,0.009216,91,0.002048
ER_100_0.50_76.al,87,0.002048,85,0.008960,91,0.002304
ER_100_0.50_77.al,87,0.001792,86,0.009728,91,0.002048
ER_100_0.50_78.al,87,0.001536,84,0.008960,93,0.002304
ER_100_0.50_79.al,86,0.001792,87,0.009216,89,0.002048
ER_100_0.50_7.al,86,0.001536,86,0.009984,92,0.002048
ER_100_0.50_80.al,86,0.001536,85,0.009216,90,0.002304
ER_100_0.50_81.al,87,0.001536,84,0.008960,90,0.002560
ER_100_0.50_82.al,85,0.001792,85,0.008960,90,0.002304
ER_100_0.50_83.al,86,0.001792,87,0.009472,92,0.002304
ER_100_0.50_84.al,86,0.001536,86,0.009216,91,0.002048
ER_100_0.50_85.al,86,0.001536,86,0.009216,91,0.002304
ER_100_0.50_86.al,85,0.001792,85,0.008960,90,0.002048
ER_100_0.50_87.al,85,0.001536,84,0.008704,89,0.002304
ER_100_0.50_88.al,86,0.001792,86,0.009728,91,0.002304
ER_100_0.50_89.al,86,0.001792,85,0.009216,92,0.002048
ER_100_0.50_8.al,85,0.001536,87,0.009728,92,0.002048
ER_100_0.50_90.al,86,0.001536,86,0.009216,91,0.004096
ER_100_0.50_91.al,86,0.001792,86,0.009216,91,0.002816
ER_100_0.50_92.al,87,0.001792,86,0.008960,91,0.002304
ER_100_0.50_93.al,87,0.001792,84,0.008960,89,0.002048
ER_100_0.50_94.al,86,0.001792,85,0.009216,91,0.002304
ER_100_0.50_95.al,86,0.001792,85,0.008960,91,0.002304
ER_100_0.50_96.al,84,0.001792,85,0.009216,91,0.002048
ER_100_0.50_97.al,87,0.001536,85,0.010240,90,0.002048
ER_100_0.50_98.al,86,0.001536,86,0.009728,91,0.002048
ER_100_0.50_99.al,85,0.001792,86,0.009216,93,0.002048
ER_100_0.50_9.al,85,0.001536,85,0.009216,92,0.002304
ER_100_0.75_0.al,92,0.001792,92,0.008192,95,0.002560
ER_100_0.75_10.al,93,0.001792,91,0.008192,95,0.002048
ER_100_0.75_11.al,92,0.001536,92,0.008448,96,0.002304
ER_100_0.75_12.al,92,0.002048,91,0.008192,96,0.002304
ER_100_0.75_13.al,92,0.001792,91,0.008448,94,0.002304
ER_100_0.75_14.al,92,0.001792,92,0.010752,95,0.002048
ER_100_0.75_15.al,92,0.001792,91,0.008960,95,0.002048
ER_100_0.75_16.al,92,0.001792,92,0.008192,95,0.002304
ER_100_0.75_17.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_18.al,92,0.001792,91,0.008704,95,0.002048
ER_100_0.75_19.al,92,0.001792,91,0.009216,95,0.002304
ER_100_0.75_1.al,92,0.001792,91,0.008192,96,0.002304
ER_100_0.75_20.al,92,0.002304,91,0.007936,95,0.002304
ER_100_0.75_21.al,92,0.001792,91,0.008704,94,0.002304
ER_100_0.75_22.al,92,0.001792,92,0.009216,95,0.002304
ER_100_0.75_23.al,91,0.001536,92,0.008448,94,0.002304
ER_100_0.75_24.al,93,0.001792,92,0.008192,95,0.003328
ER_100_0.75_25.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_26.al,93,0.001792,92,0.008192,95,0.002048
ER_100_0.75_27.al,91,0.001792,91,0.008192,94,0.002304
ER_100_0.75_28.al,93,0.002048,91,0.008192,95,0.002560
ER_100_0.75_29.al,92,0.001792,91,0.009216,93,0.002048
ER_100_0.75_2.al,92,0.001792,91,0.008704,95,0.002304
ER_100_0.75_30.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_31.al,92,0.001792,92,0.008704,95,0.002304
ER_100_0.75_32.al,92,0.001536,92,0.008448,94,0.002304
ER_100_0.75_33.al,91,0.001536,91,0.008448,95,0.002304
ER_100_0.75_34.al,92,0.001792,92,0.008192,95,0.002304
ER_100_0.75_35.al,91,0.002048,91,0.008192,96,0.002304
ER_100_0.75_36.al,92,0.001792,92,0.007936,94,0.002304
ER_100_0.75_37.al,92,0.001792,92,0.008192,95,0.002304
ER_100_0.75_38.al,93,0.001792,92,0.008192,95,0.002304
ER_100_0.75_39.al,93,0.001792,92,0.008960,96,0.002304
ER_100_0.75_3.al,91,0.001792,91,0.007936,96,0.002304
ER_100_0.75_40.al,93,0.001792,92,0.008192,95,0.002304
ER_100_0.75_41.al,93,0.002048,92,0.008192,95,0.002304
ER_100_0.75_42.al,92,0.001792,91,0.008448,95,0.002304
ER_100_0.75_43.al,92,0.001792,91,0.008192,96,0.002304
ER_100_0.75_44.al,91,0.001792,91,0.008448,95,0.002560
ER_100_0.75_45.al,91,0.001792,91,0.008448,94,0.002304
ER_100_0.75_46.al,92,0.001792,92,0.008704,95,0.002304
ER_100_0.75_47.al,91,0.001792,92,0.008960,95,0.002304
ER_100_0.75_48.al,93,0.001536,92,0.008448,95,0.002304
ER_100_0.75_49.al,92,0.001792,91,0.008704,94,0.002304
ER_100_0.75_4.al,93,0.001792,92,0.008192,95,0.002304
ER_100_0.75_50.al,91,0.001792,91,0.008192,95,0.002304
ER_100_0.75_51.al,92,0.001792,92,0.008192,95,0.002304
ER_100_0.75_52.al,92,0.001792,92,0.008448,94,0.002304
ER_100_0.75_53.al,92,0.001792,92,0.008448,95,0.002560
ER_100_0.75_54.al,91,0.001792,92,0.008448,96,0.002304
ER_100_0.75_55.al,91,0.001792,91,0.008192,96,0.002304
ER_100_0.75_56.al,92,0.001792,92,0.008704,95,0.002304
ER_100_0.75_57.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_58.al,92,0.001792,92,0.008192,96,0.002304
ER_100_0.75_59.al,92,0.001792,91,0.008448,95,0.002304
ER_100_0.75_5.al,93,0.001536,92,0.008448,96,0.002304
ER_100_0.75_60.al,92,0.001792,91,0.008192,95,0.002560
ER_100_0.75_61.al,92,0.001536,91,0.008448,95,0.002560
ER_100_0.75_62.al,91,0.001536,92,0.008192,94,0.002304
ER_100_0.75_63.al,92,0.002048,93,0.008192,95,0.002304
ER_100_0.75_64.al,92,0.001792,91,0.008704,95,0.002304
ER_100_0.75_65.al,93,0.001792,91,0.008448,94,0.002304
ER_100_0.75_66.al,92,0.001792,91,0.009472,95,0.002304
ER_100_0.75_67.al,92,0.001536,92,0.008960,95,0.002560
ER_100_0.75_68.al,92,0.001792,92,0.008960,96,0.002048
ER_100_0.75_69.al,92,0.001792,91,0.008192,96,0.002304
ER_100_0.75_6.al,91,0.001792,91,0.008192,95,0.002560
ER_100_0.75_70.al,92,0.001792,92,0.008192,95,0.002048
ER_100_0.75_71.al,92,0.002304,92,0.008192,94,0.002304
ER_100_0.75_72.al,93,0.001792,91,0.009984,94,0.002304
ER_100_0.75_73.al,91,0.001536,91,0.008448,96,0.002304
ER_100_0.75_74.al,92,0.001792,91,0.008448,95,0.002304
ER_100_0.75_75.al,91,0.001536,90,0.008704,95,0.002304
ER_100_0.75_76.al,92,0.001536,91,0.008448,94,0.002304
ER_100_0.75_77.al,92,0.001792,91,0.008192,94,0.002304
ER_100_0.75_78.al,92,0.001536,91,0.008448,94,0.002304
ER_100_0.75_79.al,91,0.002048,91,0.008704,95,0.002304
ER_100_0.75_7.al,92,0.001536,91,0.008448,96,0.002304
ER_100_0.75_80.al,93,0.001536,92,0.009728,95,0.003072
ER_100_0.75_81.al,93,0.001792,92,0.010752,95,0.002304
ER_100_0.75_82.al,92,0.001536,91,0.008448,95,0.002560
ER_100_0.75_83.al,91,0.001792,91,0.008448,96,0.002048
ER_100_0.75_84.al,91,0.001792,91,0.008448,95,0.002304
ER_100_0.75_85.al,92,0.001536,91,0.008448,95,0.002560
ER_100_0.75_86.al,92,0.001536,92,0.008192,95,0.002304
ER_100_0.75_87.al,93,0.001792,92,0.008192,95,0.002304
ER_100_0.75_88.al,93,0.002560,92,0.008192,95,0.002304
ER_100_0.75_89.al,92,0.001536,91,0.008704,95,0.002304
ER_100_0.75_8.al,92,0.001536,92,0.008704,93,0.002304
ER_100_0.75_90.al,93,0.001792,90,0.008192,95,0.002560
ER_100_0.75_91.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_92.al,92,0.001536,92,0.008704,96,0.002304
ER_100_0.75_93.al,93,0.001536,92,0.008448,95,0.002304
ER_100_0.75_94.al,92,0.001792,92,0.008192,95,0.002304
ER_100_0.75_95.al,92,0.001792,92,0.008448,95,0.002304
ER_100_0.75_96.al,92,0.001792,92,0.008960,95,0.002304
ER_100_0.75_97.al,93,0.001792,92,0.008960,96,0.002304
ER_100_0.75_98.al,92,0.001792,91,0.008192,96,0.002304
ER_100_0.75_99.al,93,0.001792,91,0.008192,95,0.002304
ER_100_0.75_9.al,91,0.001792,91,0.008448,94,0.002304
ER_10_0.25_0.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.25_10.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_11.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_12.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_13.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_14.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_15.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_16.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_17.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_18.al,3,0.000000,3,0.000000,4,0.000256
ER_10_0.25_19.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_1.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_20.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_21.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.25_22.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_23.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_24.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_25.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_26.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_27.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_28.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_29.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_2.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_30.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_31.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_32.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_33.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_34.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_35.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_36.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_37.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_38.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_39.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_3.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_40.al,3,0.000000,3,0.000000,3,0.000256
ER_10_0.25_41.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_42.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_43.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_44.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_45.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_46.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_47.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_48.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_49.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_4.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_50.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_51.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_52.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_53.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_54.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_55.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_56.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_57.al,2,0.000000,2,0.000000,2,0.000256
ER_10_0.25_58.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_59.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_5.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_60.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_61.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_62.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_63.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_64.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_65.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_66.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_67.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_68.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_69.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_6.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_70.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_71.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_72.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_73.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_74.al,3,0.000000,3,0.000000,3,0.000256
ER_10_0.25_75.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_76.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_77.al,3,0.000000,3,0.000000,3,0.000000
ER_10_0.25_78.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_79.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_7.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_80.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_81.al,3,0.000256,3,0.000000,3,0.000000
ER_10_0.25_82.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_83.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_84.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_85.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_86.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_87.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_88.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_89.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_8.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_90.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_91.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.25_92.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_93.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_94.al,2,0.000000,2,0.000000,3,0.000000
ER_10_0.25_95.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.25_96.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_97.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_98.al,1,0.000000,1,0.000000,1,0.000000
ER_10_0.25_99.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.25_9.al,2,0.000000,2,0.000000,2,0.000000
ER_10_0.50_0.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_10.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.50_11.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.50_12.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.50_13.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.50_14.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.50_15.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.50_16.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.50_17.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.50_18.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_19.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.50_1.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_20.al,4,0.000000,4,0.000256,5,0.000000
ER_10_0.50_21.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.50_22.al,3,0.000000,3,0.000000,4,0.000000
ER_10_0.50_23.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_24.al,4,0.000000,4,0.000256,4,0.000000
ER_10_0.50_25.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.50_26.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_27.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_28.al,4,0.000000,4,0.000000,5,0.000000
ER_10_0.50_29.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.50_2.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.50_30.al,6,0.000000,6,0.000000,6,0.000256
ER_10_0.50_31.al,4,0.000000,4,0.000000,5,0.000000
